,,,,,,,,,,,,,,,,,
企業名,中業界(メイン),中業界(サブ),本社所在地_都道府県,本社所在地,従業員数（範囲）,資本金（範囲）,売上（範囲）,企業HP,問い合わせフォーム,代表電話番号,代表メールアドレス,,,送信可否,日付,送信不可理由,
株式会社コミュニケーション・プロジェクト,Webアプリ・サービス運営,ソフトウェア販売,東京都,東京都渋谷区恵比寿３丁目３番３号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.cpjnet.co.jp/company/,http://www.cpjnet.co.jp/contact,03-6277-1075,,,,送信成功,2026/07/17,,
株式会社オンラインスクール,Webアプリ・サービス運営,"通信教育,Web制作,デザイン,Webアプリ・サービス運営",東京都,東京都千代田区神田三崎町３丁目２番１８号,1: 5人以上~10人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://corp.onsuku.jp/,https://corp.onsuku.jp/inquiry/,03-6261-2036,,,,送信成功,2026/07/17,,
株式会社ＢＯＯＳＴＲＹ,Webアプリ・サービス運営,,東京都,東京都千代田区岩本町３丁目９番２号,1: 5人以上~10人未満,3: 10億円以上~50億円未満,1: 1億円以上~3億円未満,https://boostry.co.jp/,,,,,,送信不可,, お問い合わせフォーム無し,
株式会社ビジー・ビー,クラウド系/SaaS/ASPサービス,"Webアプリ・サービス運営,販促コンサル,その他コンサル",東京都,東京都港区元赤坂１丁目７番１０号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://busybee.co.jp/company/,,,,,,送信不可,,メールに遷移・Googleフォーム,
株式会社ポート,Webアプリ・サービス運営,,東京都,東京都港区芝浦１丁目１３－１０第３東運ビル８階,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://portlife.co.jp/company/,https://portlife.co.jp/contact/,03-6268-8640,info@portlife.co.jp,,,送信成功,2026/07/17,,
Ｕｎｉ－Ｖｏｉｃｅ事業企画株式会社,Webアプリ・サービス運営,,東京都,東京都新宿区新小川町１番１４号飯田橋リープレックス・ビズ７Ｆ,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,http://uni-voice.co.jp,https://www.uni-voice.co.jp/contactnew/,03-6450-3180,,,,送信不可,,別サイトに遷移してしまう・サイトが開けない,
株式会社ベンチャーリパブリック,Webアプリ・サービス運営,,東京都,東京都港区愛宕２丁目５番１号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.vrg.jp/,https://www.vrg.jp/#contact,03-6419-2901,,,,送信成功,2026/07/17,,
株式会社Ａｒｍｏｒｉｓ,情報セキュリティ,,東京都,東京都台東区台東１丁目５番１号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.armoris.jp/,,,,,,送信成功,2026/07/17,,
株式会社メディアグロース,Webアプリ・サービス運営,,東京都,東京都新宿区西新宿６丁目１６－６タツミビル１１０２,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://media-growth.co.jp/company/,,,,,,送信不可,, お問い合わせフォーム無し,
ものレボ株式会社,クラウド系/SaaS/ASPサービス,"その他IT,その他機械",京都府,京都府京都市中京区三坊西洞院町５７２,1: 5人以上~10人未満,2: 3億円以上~10億円未満,1: 1億円以上~3億円未満,https://corp.monorevo.jp/company/,https://monorevo.jp/contact/,,info@monorevo.jp,,,送信成功,2026/07/17,,
株式会社Ｎ,Webアプリ・サービス運営,ソフトウェア販売,熊本県,熊本県熊本市東区長嶺南７丁目１７番１５号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,http://www.new-next.jp,,096-285-8440,info@new-next.jp,,,送信不可,, お問い合わせフォーム無し,
株式会社ＦＩＳＴＢＵＭＰ,クラウド系/SaaS/ASPサービス,,岡山県,岡山県岡山市中区桜橋４丁目１番１６号タカショービル２階,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://fistbump.co.jp/company/,https://fistbump.co.jp/contacts/,,info@fistbump.co.jp,,,送信成功,2026/07/18,,
ｎｏｃｏ株式会社,Webアプリ・サービス運営,"クラウド系/SaaS/ASPサービス,その他マスコミ・出版",東京都,東京都中央区日本橋小舟町８番１３号,1: 5人以上~10人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://nocoinc.co.jp/aboutus/,https://nocoinc.co.jp/contact/,,,,,送信成功,2026/07/21,,
株式会社ｒｈ　ｌａｂｏ,Webアプリ・サービス運営,,東京都,東京都中央区新川１丁目２１番２号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://www.residence-kit.co.jp/,https://docs.google.com/forms/d/e/1FAIpQLSeaJJ6cwNtxt4I_8zKFKgFqKw0ppJwjJqzGBSr4ml0r2-cYjA/viewform,,,,,送信成功,2026/07/21,,
ｅｍｏｌ株式会社,Webアプリ・サービス運営,,東京都,東京都豊島区東池袋３丁目２１番１８号第一笠原ビル３０３号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://emol.jp/,https://emol.jp/contact,,support@emol.jp,,,送信成功,2026/07/21,,
アブログ合同会社,Webアプリ・サービス運営,海外旅行・海外留学,東京都,東京都品川区西五反田１丁目２６番２号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://ablogg.jp/,https://ablogg.jp/contact/,090-4627-8233,info@ablogg.jp,,,送信成功,2026/07/21,,
株式会社ティラドコネクト,Webアプリ・サービス運営,その他IT,東京都,東京都渋谷区代々木３丁目２５番３号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://www.trad.co.jp/databox/data.php/sub_co04_ja/code,https://www.trad-connect.co.jp/databox/data.php/contact05_ja/code,03-3373-1101,,,,送信不可,,送信ボタンを押すことができない・エラー,いまいち送れたかどうかわからない
Ａｌｃｈｅ株式会社,Webアプリ・サービス運営,,東京都,東京都渋谷区笹塚１丁目５９番６号メティス笹塚ビルディング７階,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://alche.studio/#aboutus,https://alche.notion.site/2488a66d791180af8037c174b9cee8ab,,contact@alche.studio,,,送信成功,2026/07/21,,
スジテク合同会社,Webアプリ・サービス運営,,東京都,東京都千代田区外神田６丁目３－８ＡＣＮ秋葉原ビル４階,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://www.mask.io/,https://www.mask.io/contact,,,,,送信成功,2026/07/21,,
株式会社Ｐｒｏｊｅｃｔ,医療機器,その他製造,東京都,東京都葛飾区西新小岩４丁目２５番１８号,1: 5人以上~10人未満,,2: 3億円以上~10億円未満,https://www.dl-project.co.jp/,https://www.dl-project.co.jp/flow.html,03-5875-6873,,,,送信成功,2026/07/21,,
株式会社タワシテック,Webアプリ・サービス運営,,新潟県,新潟県長岡市大荒戸町６６番地６,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.tawashitec.com/about.html,https://tawashitec.com/contact.html,,,,,送信成功,2026/07/21,,
山陽ファースト株式会社,Webアプリ・サービス運営,"その他IT,Web制作",大阪府,大阪府大阪市中央区東平２丁目５番７号上六ビル,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://sanyo-fast.com/,https://sanyo-fast.com/contact/,06-6768-8708,contact@sanyo-fast.com,,,送信不可,,送信ボタンを押すことができない・エラー,メッセージの送信に失敗しました。後でまたお試しください。
株式会社デンタルラボ・アジール,医療機器,,大阪府,大阪府守口市西郷通１丁目４番１０号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.asyl.jp/,https://www.asyl.jp/contact/,06-6967-8802,,,,送信成功,2026/07/21,,
株式会社システムエイト,Webアプリ・サービス運営,,愛知県,愛知県名古屋市中区錦２丁目５番３１号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://iryotechno.com/,,052-212-8813,,,,送信不可,, お問い合わせフォーム無し,
株式会社ｆｏｒｉｉｏ,Webアプリ・サービス運営,"その他広告・制作,人材派遣",東京都,東京都新宿区新宿５丁目１５番１４号,1: 5人以上~10人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://www.foriio.com/company,,,,,,送信不可,, お問い合わせフォーム無し,
Ａｍｂｉｉ株式会社,Webアプリ・サービス運営,,茨城県,茨城県つくば市吾妻２丁目５番地１つくばスタートアップパーク１Ｆ,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://www.ambii.com/,https://docs.google.com/forms/d/e/1FAIpQLSf-Ottx7jJyBSD8MQRH1NwPOcZEL7bsM8We-uTzwe311DIaQg/viewform,,,,,送信成功,2026/07/21,,
医療法人Ｍｉｒａｉ,Webアプリ・サービス運営,,群馬県,群馬県前橋市朝倉町８９３番地２,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://m-life.jp/,,,,,,送信不可,, お問い合わせフォーム無し,
株式会社ＤＣ７,Webアプリ・サービス運営,,大阪府,大阪府大阪市平野区平野上町１丁目９番６号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://dc7.co.jp/,https://dc7.co.jp/contact/,06-6792-7555,,,,送信成功,2023/07/21,,
株式会社イオタ,Webアプリ・サービス運営,"受託開発,Web制作,ITコンサル,PC・スマホ機器販売・修理,ITインフラストラクチャー",愛知県,愛知県名古屋市中村区岩塚町１丁目２１番地,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.jota-i.co.jp/,http://www.jota-i.co.jp/mailform/index.html,052-526-4622,,,,送信成功,2023/07/21,,
株式会社エム・アイ・アール,Webアプリ・サービス運営,"その他コンサル,研究・調査・リサーチ",愛知県,愛知県名古屋市中区丸の内３丁目５番１０号名古屋丸の内ビル３階,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://mir-industry.co.jp/,https://mir-industry.co.jp/contact.cshtml,052-211-9553,,,,送信成功,2023/07/21,,
アウラクリエイティブ株式会社,Webアプリ・サービス運営,,宮城県,宮城県仙台市泉区市名坂字原田１５５．２Ｆ,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://auracreative.jp/about/,https://auracreative.jp/inquiry/,022-724-7807,,,,送信成功,2023/07/21,,
株式会社ネットリソースマネジメント,Webアプリ・サービス運営,"その他IT,ITコンサル,機械修理",東京都,東京都千代田区神田三崎町２丁目１８番５号,1: 5人以上~10人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://www.nrminc.co.jp/company/,https://www.nrminc.co.jp/contact/,,,,,送信不可,,送信ボタンを押すことができない・エラー,メッセージの送信に失敗しました。後でまたお試しください。
ＵＴＳ株式会社,Webアプリ・サービス運営,,東京都,東京都中央区入船２丁目９番３号,1: 5人以上~10人未満,,0: 1億円未満,http://www.uts-co.jp/,,http://www.uts-co.jp/,,,,送信不可,,メールに遷移・Googleフォーム,Outlook
株式会社アジャイルＨＲ,Webアプリ・サービス運営,組織コンサル,東京都,東京都港区南青山５丁目４番６号,1: 5人以上~10人未満,2: 3億円以上~10億円未満,1: 1億円以上~3億円未満,https://agilehr.co.jp/,https://agilehr.co.jp/#top-contact,03-6452-6115,info@agilehr.co.jp,,,送信成功,2026/07/21,,
ゴールドバッハ株式会社,クラウド系/SaaS/ASPサービス,"家事代行,Webアプリ・サービス運営,eコマース",東京都,東京都台東区上野２丁目１４番３０号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,http://yiwutaorui.com/company/,http://yiwutaorui.com/contact,03-5826-8258,,,,送信成功,2026/07/21,,
Ｍａｔｃｈｅｒ株式会社,クラウド系/SaaS/ASPサービス,"Webアプリ・サービス運営,人材派遣",東京都,東京都港区赤坂１丁目３番３号,1: 5人以上~10人未満,"1: 5,000万円以上~3億円未満",1: 1億円以上~3億円未満,https://corp.matcher.jp/,,03-5544-9075,contact@matcher.jp,,,送信成功,2026/07/21,,
ＯＴＡＫＡ株式会社,Webアプリ・サービス運営,"受託開発,Web制作,翻訳・通訳,出版,セミナー,IT系教育,ITインフラストラクチャー",東京都,東京都台東区三ノ輪１丁目２１番４号文昌堂ビル７０２号,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,http://www.otaka21.com/index.html,http://www.otaka21.com/partner.html,03-5808-9642,info@otaka21.co.jp,,,送信成功,2026/07/21,,
ＴＣ３株式会社,クラウド系/SaaS/ASPサービス,"その他IT,ITコンサル",東京都,東京都豊島区東池袋４丁目５番１号エアライズタワー４００６号,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://www.tc3.co.jp/about/company/,https://info.tc3.co.jp/contact,,info@tc3.co.jp,,,送信成功,2026/07/21,,
株式会社ルックス,Webアプリ・サービス運営,"ITコンサル,不動産管理,Webアプリ・サービス運営,eコマース,農産物",大分県,大分県竹田市大字飛田川１８９９番２,1: 5人以上~10人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.looks-office.co.jp/looks/info.html,https://www.looks-office.co.jp/looks/contact.html,050-3385-5738,,,,送信成功,2026/07/21,,
株式会社ＬＡＢＯＲ　ＹＯＳＨＩＮＯ,医療機器,,青森県,青森県弘前市大字堅田３丁目６番地７,1: 5人以上~10人未満,,2: 3億円以上~10億円未満,https://www.laboryoshino.com/,,,,,,送信不可,, お問い合わせフォーム無し,
ＡｃｒｏｓｓＯｖｅｒ合同会社,Webアプリ・サービス運営,,東京都,東京都千代田区九段南１丁目５番６号りそな九段ビル５ＦＫＳフロア,1: 5人以上~10人未満,,1: 1億円以上~3億円未満,https://across-over.com/,https://across-over.com/contact/,03-6403-0204,,,,送信成功,2026/07/21,,
株式会社細胞応用技術研究所,医療機器,,東京都,東京都目黒区平町１丁目２３番１４号,1: 5人以上~10人未満,"0: 5,000万円未満",2: 3億円以上~10億円未満,https://www.l-cat.co.jp/,,044-979-1622,info@l-cat.co.jp,,,送信成功,2026/07/21,,
株式会社ＰＲＩＤＩＳＴ,Webアプリ・サービス運営,,神奈川県,神奈川県平塚市宝町１１番１号平塚フジビル,1: 5人以上~10人未満,"0: 5,000万円未満",1: 1億円以上~3億円未満,https://www.pridist.com/,https://www.pridist.com/contact.html,0463-23-7830,info@luckysoft.jp,,,送信成功,2026/07/21,,
